id,name,city,country,iata_code,lat,lng,links_count,objectID
1,"Hartsfield Jackson Atlanta Intl",Atlanta,"United States",ATL,33.636719,-84.428067,1826,3682
2,"Chicago Ohare Intl",Chicago,"United States",ORD,41.978603,-87.904842,1108,3830
3,"Capital Intl",Beijing,China,PEK,40.080111,116.584556,1069,3364
4,Heathrow,London,"United Kingdom",LHR,51.4775,-0.461389,1051,507
5,"Charles De Gaulle",Paris,France,CDG,49.012779,2.55,1041,1382
6,"Los Angeles Intl","Los Angeles","United States",LAX,33.942536,-118.408075,990,3484
7,"Frankfurt Main",Frankfurt,Germany,FRA,50.026421,8.543125,990,340
8,"Dallas Fort Worth Intl","Dallas-Fort Worth","United States",DFW,32.896828,-97.037997,936,3670
9,"John F Kennedy Intl","New York","United States",JFK,40.639751,-73.778925,911,3797
10,Schiphol,Amsterdam,Netherlands,AMS,52.308613,4.763889,903,580
11,Pudong,Shanghai,China,PVG,31.143378,121.805214,825,3406
12,"Changi Intl",Singapore,Singapore,SIN,1.350189,103.994433,820,3316
13,Barcelona,Barcelona,Spain,BCN,41.297078,2.078464,783,1218
14,"Incheon Intl",Seoul,"South Korea",ICN,37.469075,126.450517,740,3930
15,"Denver Intl",Denver,"United States",DEN,39.861656,-104.673178,735,3751
16,"Miami Intl",Miami,"United States",MIA,25.79325,-80.290556,734,3576
17,"Franz Josef Strauss",Munich,Germany,MUC,48.353783,11.786086,728,346
18,Ataturk,Istanbul,Turkey,IST,40.976922,28.814606,719,1701
19,"Hong Kong Intl","Hong Kong","Hong Kong",HKG,22.308919,113.914603,710,3077
20,"Dubai Intl",Dubai,"United Arab Emirates",DXB,25.252778,55.364444,710,2188
21,Gatwick,London,"United Kingdom",LGW,51.148056,-0.190278,708,502
22,"Baiyun Intl",Guangzhou,China,CAN,23.392436,113.298786,674,3370
23,Fiumicino,Rome,Italy,FCO,41.804475,12.250797,662,1555
24,Barajas,Madrid,Spain,MAD,40.493556,-3.566764,661,1229
25,"Suvarnabhumi Intl",Bangkok,Thailand,BKK,13.681108,100.747283,656,3885
26,Domododevo,Moscow,Russia,DME,55.408611,37.906111,649,4029
27,Shuangliu,Chengdu,China,CTU,30.578528,103.947086,647,3395
28,"Lester B Pearson Intl",Toronto,Canada,YYZ,43.677223,-79.630556,636,193
29,"Brussels Natl",Brussels,Belgium,BRU,50.901389,4.484444,631,302
30,Manchester,Manchester,"United Kingdom",MAN,53.353744,-2.27495,627,478
31,Schwechat,Vienna,Austria,VIE,48.110278,16.569722,616,1613
32,"Charlotte Douglas Intl",Charlotte,"United States",CLT,35.214,-80.943139,600,3876
33,"Philadelphia Intl",Philadelphia,"United States",PHL,39.871944,-75.241139,576,3752
34,"Narita Intl",Tokyo,Japan,NRT,35.764722,140.386389,575,2279
35,Dusseldorf,Duesseldorf,Germany,DUS,51.289453,6.766775,570,345
36,Xianyang,Xi'an,China,XIY,34.447119,108.751592,563,3379
37,"Son Sant Joan","Palma de Mallorca",Spain,PMI,39.55361,2.727778,548,3998
38,Wujiaba,Kunming,China,KMG,24.992364,102.743536,545,3382
39,Jiangbei,Chongqing,China,CKG,29.719217,106.641678,540,3393
40,"Indira Gandhi Intl",Delhi,India,DEL,28.5665,77.103088,527,3093
41,"Taoyuan Intl",Taipei,Taiwan,TPE,25.077731,121.232822,527,2276
42,"Kuala Lumpur Intl","Kuala Lumpur",Malaysia,KUL,2.745578,101.709917,514,3304
43,"Phoenix Sky Harbor Intl",Phoenix,"United States",PHX,33.434278,-112.011583,508,3462
44,Xiaoshan,Hangzhou,China,HGH,30.229503,120.434453,506,3386
45,"Newark Liberty Intl",Newark,"United States",EWR,40.6925,-74.168667,505,3494
46,"San Francisco Intl","San Francisco","United States",SFO,37.618972,-122.374889,499,3469
47,"Mc Carran Intl","Las Vegas","United States",LAS,36.080056,-115.15225,498,3877
48,Zurich,Zurich,Switzerland,ZRH,47.464722,8.549167,494,1678
49,"George Bush Intercontinental",Houston,"United States",IAH,29.984433,-95.341442,485,3550
50,"Licenciado Benito Juarez Intl","Mexico City",Mexico,MEX,19.436303,-99.072097,485,1824
51,"Abu Dhabi Intl","Abu Dhabi","United Arab Emirates",AUH,24.432972,54.651138,477,2179
52,"Orlando Intl",Orlando,"United States",MCO,28.429394,-81.308994,475,3878
53,"Baoan Intl",Shenzhen,China,SZX,22.639258,113.810664,467,3374
54,Gaoqi,Xiamen,China,XMN,24.544036,118.127739,466,3383
55,Kastrup,Copenhagen,Denmark,CPH,55.617917,12.655972,457,609
56,"Chhatrapati Shivaji Intl",Mumbai,India,BOM,19.088686,72.867919,452,2997
57,Arlanda,Stockholm,Sweden,ARN,59.651944,17.918611,439,737
58,Lisboa,Lisbon,Portugal,LIS,38.781311,-9.135919,435,1638
59,"Detroit Metro Wayne Co",Detroit,"United States",DTW,42.212444,-83.353389,433,3645
60,"Minneapolis St Paul Intl",Minneapolis,"United States",MSP,44.881956,-93.221767,430,3858
61,"General Edward Lawrence Logan Intl",Boston,"United States",BOS,42.364347,-71.005181,424,3448
62,Tegel,Berlin,Germany,TXL,52.559686,13.287711,418,351
63,Dublin,Dublin,Ireland,DUB,53.421333,-6.270075,414,599
64,"Hongqiao Intl",Shanghai,China,SHA,31.197875,121.336319,411,3391
65,"Sydney Intl",Sydney,Australia,SYD,-33.946111,151.177222,410,3361
66,Malaga,Malaga,Spain,AGP,36.6749,-4.499106,410,1230
67,Orly,Paris,France,ORY,48.725278,2.359444,404,1386
68,"Eleftherios Venizelos Intl",Athens,Greece,ATH,37.936358,23.944467,403,3941
69,"Seattle Tacoma Intl",Seattle,"United States",SEA,47.449,-122.309306,403,3577
70,Sheremetyevo,Moscow,Russia,SVO,55.972642,37.414589,397,2985
71,"Ronald Reagan Washington Natl",Washington,"United States",DCA,38.852083,-77.037722,388,3520
72,"Guarulhos Gov Andre Franco Montouro","Sao Paulo",Brazil,GRU,-23.432075,-46.469511,387,2564
73,"Washington Dulles Intl",Washington,"United States",IAD,38.944533,-77.455811,386,3714
74,"Ninoy Aquino Intl",Manila,Philippines,MNL,14.508647,121.019581,386,2397
75,Malpensa,Milano,Italy,MXP,45.630606,8.728111,386,1524
76,Huanghua,Changcha,China,CSX,28.189158,113.219633,377,3371
77,"Doha Intl",Doha,Qatar,DOH,25.261125,51.565056,377,2241
78,"King Abdulaziz Intl",Jeddah,"Saudi Arabia",JED,21.679564,39.156536,377,2072
79,Liuting,Qingdao,China,TAO,36.266108,120.374436,376,3390
80,"Fort Lauderdale Hollywood Intl","Fort Lauderdale","United States",FLL,26.072583,-80.15275,374,3533
81,Tianhe,Wuhan,China,WUH,30.783758,114.2081,374,3376
82,"Pierre Elliott Trudeau Intl",Montreal,Canada,YUL,45.470556,-73.740833,371,146
83,Pulkovo,"St. Petersburg",Russia,LED,59.800292,30.262503,368,2948
84,"Soekarno Hatta Intl",Jakarta,Indonesia,CGK,-6.125567,106.655897,367,3275
85,Gardermoen,Oslo,Norway,OSL,60.193917,11.100361,363,644
86,Ruzyne,Prague,"Czech Republic",PRG,50.100833,14.26,361,1587
87,Xinzheng,Zhengzhou,China,CGO,34.519672,113.840889,348,3375
88,Stansted,London,"United Kingdom",STN,51.885,0.235,343,548
89,Lukou,Nanjing,China,NKG,31.742042,118.862025,330,3388
90,"Geneve Cointrin",Geneva,Switzerland,GVA,46.238064,6.10895,329,1665
91,"Johannesburg Intl",Johannesburg,"South Africa",JNB,-26.139166,28.246,321,813
92,Hamburg,Hamburg,Germany,HAM,53.630389,9.988228,321,342
93,"Helsinki Vantaa",Helsinki,Finland,HEL,60.317222,24.963333,320,421
94,"Tenerife Sur",Tenerife,Spain,TFS,28.044475,-16.572489,318,1056
95,"La Guardia","New York","United States",LGA,40.777245,-73.872608,316,3697
96,"Tokyo Intl",Tokyo,Japan,HND,35.552258,139.779694,315,2359
97,"Vancouver Intl",Vancouver,Canada,YVR,49.193889,-123.184444,315,156
98,Alicante,Alicante,Spain,ALC,38.282169,-0.558156,314,1212
99,"Cancun Intl",Cancun,Mexico,CUN,21.036528,-86.877083,311,1852
100,"Gran Canaria","Gran Canaria",Spain,LPA,27.931886,-15.386586,308,1054
101,"Eldorado Intl",Bogota,Colombia,BOG,4.701594,-74.146947,307,2709
102,Diwopu,Urumqi,China,URC,43.907106,87.474244,306,3399
103,Kansai,Osaka,Japan,KIX,34.4347222,135.244167,304,3992
104,"Cairo Intl",Cairo,Egypt,CAI,30.121944,31.405556,303,1128
105,"Brisbane Intl",Brisbane,Australia,BNE,-27.384167,153.1175,296,3320
106,Binhai,Tianjin,China,TSN,39.124353,117.346183,294,3368
107,"Sabiha Gokcen",Istanbul,Turkey,SAW,40.898553,29.309219,290,4317
108,"Baltimore Washington Intl",Baltimore,"United States",BWI,39.175361,-76.668333,286,3849
109,Zhoushuizi,Dalian,China,DLC,38.965667,121.5386,285,3404
110,"Salt Lake City Intl","Salt Lake City","United States",SLC,40.788389,-111.977772,278,3536
111,"Tampa Intl",Tampa,"United States",TPA,27.975472,-82.53325,276,3646
112,"King Khaled Intl",Riyadh,"Saudi Arabia",RUH,24.95764,46.698776,276,2082
113,"Saint Exupery",Lyon,France,LYS,45.726387,5.090833,275,1335
114,Longdongbao,Guiyang,China,KWE,26.538522,106.800703,274,3394
115,Stuttgart,Stuttgart,Germany,STR,48.689878,9.221964,273,350
116,"Shenyang Taoxian International Airport",Shenyang,China,SHE,41.3824,123.2901,272,4144
117,"Chicago Midway Intl",Chicago,"United States",MDW,41.785972,-87.752417,271,3747
118,"Ben Gurion",Tel-aviv,Israel,TLV,32.011389,34.886667,271,1590
119,Jinan,Jinan,China,TNA,36.857214,117.215992,270,4108
120,"Melbourne Intl",Melbourne,Australia,MEL,-37.673333,144.843333,269,3339
121,"Cote D\\'Azur",Nice,France,NCE,43.658411,7.215872,269,1354
122,Changle,Fuzhou,China,FOC,25.935064,119.663272,266,3385
123,"Koln Bonn",Cologne,Germany,CGN,50.865917,7.142744,265,344
124,Provence,Marseille,France,MRS,43.435555,5.213611,265,1353
125,Birmingham,Birmingham,"United Kingdom",BHX,52.453856,-1.748028,264,469
126,Taiping,Harbin,China,HRB,45.623403,126.250328,259,3400
127,"Jomo Kenyatta International",Nairobi,Kenya,NBO,-1.319167,36.9275,258,4059
128,Antalya,Antalya,Turkey,AYT,36.898731,30.800461,253,1688
129,"Mohammed V Intl",Casablanca,Morocco,CMN,33.367467,-7.589967,250,1074
130,"Louis Armstrong New Orleans Intl","New Orleans","United States",MSY,29.993389,-90.258028,248,3861
131,"Venezia Tessera",Venice,Italy,VCE,45.505278,12.351944,245,1551
132,Okecie,Warsaw,Poland,WAW,52.16575,20.967122,240,679
133,"Kuwait Intl",Kuwait,Kuwait,KWI,29.226567,47.968928,239,2176
134,"San Diego Intl","San Diego","United States",SAN,32.733556,-117.189667,238,3731
135,Edinburgh,Edinburgh,"United Kingdom",EDI,55.95,-3.3725,237,535
136,"Honolulu Intl",Honolulu,"United States",HNL,21.318681,-157.922428,233,3728
137,"Catania Fontanarossa",Catania,Italy,CTA,37.466781,15.0664,233,1509
138,Lanzarote,"Las Palmas",Spain,ACE,28.945464,-13.605225,233,1055
139,"Portland Intl",Portland,"United States",PDX,45.588722,-122.5975,230,3720
140,"Jorge Chavez Intl",Lima,Peru,LIM,-12.021889,-77.114319,230,2789
141,Wuxu,Nanning,China,NNG,22.608267,108.172442,228,3373
142,"Calgary Intl",Calgary,Canada,YYC,51.113888,-114.020278,228,178
143,"Henri Coanda",Bucharest,Romania,OTP,44.572161,26.102178,227,1657
144,Luqa,Malta,Malta,MLA,35.857497,14.4775,226,1606
145,"Queen Alia Intl",Amman,Jordan,AMM,31.722556,35.993214,223,2170
146,"Lambert St Louis Intl","St. Louis","United States",STL,38.748697,-90.370028,221,3678
147,Wusu,Taiyuan,China,TYN,37.746897,112.628428,220,3369
148,"Nikos Kazantzakis",Heraklion,Greece,HER,35.339719,25.180297,219,1452
149,"Phoenix International",Sanya,China,SYX,18.302897,109.412272,218,4030
150,"Tansonnhat Intl","Ho Chi Minh City",Vietnam,SGN,10.818797,106.651856,218,3205
151,Meilan,Haikou,China,HAK,19.934856,110.458961,215,4120
152,Luton,London,"United Kingdom",LTN,51.874722,-0.368333,214,492
153,Liangjiang,Guilin,China,KWL,25.218106,110.039197,214,3372
154,"Bole Intl","Addis Ababa",Ethiopia,ADD,8.977889,38.799319,214,1107
155,"Auckland Intl",Auckland,"New Zealand",AKL,-37.008056,174.791667,213,2006
156,"Tocumen Intl","Panama City",Panama,PTY,9.071364,-79.383453,212,1871
157,"Chennai Intl",Madras,India,MAA,12.994414,80.180517,211,3144
158,Faro,Faro,Portugal,FAO,37.014425,-7.965911,211,1626
159,"Seeb Intl",Muscat,Oman,MCT,23.593278,58.284444,208,2194
160,"Luis Munoz Marin Intl","San Juan","Puerto Rico",SJU,18.439417,-66.001833,204,2890
161,"Bandaranaike Intl Colombo",Colombo,"Sri Lanka",CMB,7.180756,79.884117,203,3024
162,"Riga Intl",Riga,Latvia,RIX,56.923611,23.971111,202,3953
163,"Boryspil Intl",Kiev,Ukraine,KBP,50.345,30.894722,202,2939
164,Porto,Porto,Portugal,OPO,41.248055,-8.681389,202,1636
165,Ibiza,Ibiza,Spain,IBZ,38.872858,1.373117,202,1225
166,"Bali Ngurah Rai",Denpasar,Indonesia,DPS,-8.748169,115.167172,201,3940
167,Bristol,Bristol,"United Kingdom",BRS,51.382669,-2.719089,200,490
168,Koltsovo,Yekaterinburg,Russia,SVX,56.743108,60.802728,199,2975
169,"Presidente Juscelino Kubitschek",Brasilia,Brazil,BSB,-15.8711,-47.918625,197,2531
170,Glasgow,Glasgow,"United Kingdom",GLA,55.871944,-4.433056,196,534
171,Bangalore,Bangalore,India,BLR,12.949986,77.668206,195,3131
172,"Sharjah Intl",Sharjah,"United Arab Emirates",SHJ,25.328575,55.51715,195,2191
173,Ferihegy,Budapest,Hungary,BUD,47.436933,19.255592,195,1489
174,"Netaji Subhash Chandra Bose Intl",Kolkata,India,CCU,22.654739,88.446722,194,3043
175,"Galeao Antonio Carlos Jobim","Rio De Janeiro",Brazil,GIG,-22.808903,-43.243647,194,2560
176,"Nottingham East Midlands","East Midlands","United Kingdom",EMA,52.831111,-1.328056,192,523
177,Fuerteventura,Fuerteventura,Spain,FUE,28.452717,-13.863761,192,1051
178,Larnaca,Larnaca,Cyprus,LCA,34.875117,33.62485,190,1197
179,"EuroAirport Basel-Mulhouse-Freiburg",Basel,Switzerland,BSL,47.59,7.529167,189,4053
180,"Don Miguel Hidalgo Y Costilla Intl",Guadalajara,Mexico,GDL,20.5218,-103.311167,185,1804
181,"Nantes Atlantique",Nantes,France,NTE,47.153189,-1.610725,183,1418
182,"Perth Intl",Perth,Australia,PER,-31.940278,115.966944,182,3351
183,"Simon Bolivar Intl",Caracas,Venezuela,CCS,10.603117,-66.990583,181,2851
184,Tolmachevo,Novosibirsk,Russia,OVB,55.012622,82.650656,177,4078
185,"Houari Boumediene",Algier,Algeria,ALG,36.691014,3.215408,176,210
186,Bologna,Bologna,Italy,BLQ,44.535444,11.288667,176,1538
187,Carthage,Tunis,Tunisia,TUN,36.851033,10.227217,175,287
188,"Baita Airport",Hohhot,China,HET,40.851422,111.824103,174,6345
189,"Noibai Intl",Hanoi,Vietnam,HAN,21.221192,105.807178,174,3199
190,Makedonia,Thessaloniki,Greece,SKG,40.519725,22.97095,174,1486
191,"Changbei Intl",Nanchang,China,KHN,28.865,115.9,172,3384
192,Vnukovo,Moscow,Russia,VKO,55.591531,37.261486,171,2988
193,Beograd,Belgrade,Serbia,BEG,44.818444,20.309139,171,1739
194,Fukuoka,Fukuoka,Japan,FUK,33.585942,130.450686,170,2305
195,"Bahrain Intl",Bahrain,Bahrain,BAH,26.270834,50.63361,170,2057
196,"Chubu Centrair Intl",Nagoya,Japan,NGO,34.858414,136.805408,169,3942
197,"Lanzhou Airport",Lanzhou,China,LHW,36.117,103.617,168,6431
198,Lishe,Ninbo,China,NGB,29.826683,121.461906,168,3387
199,"Brussels South",Charleroi,Belgium,CRL,50.459197,4.453817,168,304
200,"Rhodes Diagoras",Rhodos,Greece,RHO,36.405419,28.086192,168,1472
201,"Austin Bergstrom Intl",Austin,"United States",AUS,30.194528,-97.669889,167,3673
202,"Raleigh Durham Intl",Raleigh-durham,"United States",RDU,35.877639,-78.787472,167,3626
203,Newcastle,Newcastle,"United Kingdom",NCL,55.0375,-1.691667,165,521
204,Schonefeld,Berlin,Germany,SXF,52.380001,13.5225,165,337
205,"Shijiazhuang Daguocun International Airport",Shijiazhuang,China,SJW,38.280686,114.6973,164,6347
206,"Nashville Intl",Nashville,"United States",BNA,36.124472,-86.678194,164,3690
207,"King Fahd Intl",Dammam,"Saudi Arabia",DMM,26.471161,49.79789,164,2064
208,Valencia,Valencia,Spain,VLC,39.489314,-0.481625,163,1246
209,"Wenzhou Yongqiang Airport",Wenzhou,China,WNZ,27.9122,120.852,162,6392
210,"New Chitose",Sapporo,Japan,CTS,42.7752,141.692283,162,2287
211,"Bergamo Orio Al Serio",Bergamo,Italy,BGY,45.673889,9.704166,162,1525
212,"Cleveland Hopkins Intl",Cleveland,"United States",CLE,41.411689,-81.849794,161,3486
213,Blagnac,Toulouse,France,TLS,43.629075,1.363819,161,1273
214,"Beijing Nanyuan Airport",Beijing,China,NAY,39.7825,116.387778,160,6341
215,"Leeds Bradford",Leeds,"United Kingdom",LBA,53.865897,-1.660569,160,517
216,Yuzhny,Tashkent,Uzbekistan,TAS,41.257861,69.281186,160,2983
217,"Gimhae Intl",Busan,"South Korea",PUS,35.179528,128.938222,160,2372
218,"Kansas City Intl","Kansas City","United States",MCI,39.297606,-94.713905,159,3458
219,"Macau Intl",Macau,Macau,MFM,22.149556,113.591558,158,3121
220,"Arturo Merino Benitez Intl",Santiago,Chile,SCL,-33.392975,-70.785803,158,2650
221,Capodichino,Naples,Italy,NAP,40.886033,14.290781,158,1561
222,Luogang,Hefei,China,HFE,31.780019,117.298436,154,3389
223,Hannover,Hannover,Germany,HAJ,52.461056,9.685078,152,352
224,Pisa,Pisa,Italy,PSA,43.683917,10.39275,152,1562
225,"Cincinnati Northern Kentucky Intl",Cincinnati,"United States",CVG,39.048836,-84.667822,150,3488
226,"Ministro Pistarini","Buenos Aires",Argentina,EZE,-34.822222,-58.535833,149,3988
227,"William P Hobby",Houston,"United States",HOU,29.645419,-95.278889,149,3566
228,"Juan Santamaria Intl","San Jose","Costa Rica",SJO,9.993861,-84.208806,149,1885
229,"Pittsburgh Intl",Pittsburgh,"United States",PIT,40.491467,-80.232872,148,3570
230,"Zia Intl",Dhaka,Bangladesh,DAC,23.843333,90.397781,148,3076
231,Hyderabad,Hyderabad,India,HYD,17.453117,78.467586,147,3141
232,"General Mariano Escobedo Intl",Monterrey,Mexico,MTY,25.778489,-100.106878,145,1825
233,Menara,Marrakech,Morocco,RAK,31.606886,-8.0363,145,1075
234,"Punta Cana Intl","Punta Cana","Dominican Republic",PUJ,18.567367,-68.363431,143,1760
235,Luxembourg,Luxemburg,Luxembourg,LUX,49.626575,6.211517,140,629
236,"Edmonton Intl",Edmonton,Canada,YEG,53.309723,-113.579722,139,49
237,"Indianapolis Intl",Indianapolis,"United States",IND,39.717331,-86.294383,138,3585
238,"Phuket Intl",Phuket,Thailand,HKT,8.1132,98.316872,138,3179
239,Flesland,Bergen,Norway,BGO,60.293386,5.218142,137,636
240,"San Antonio Intl","San Antonio","United States",SAT,29.533694,-98.469778,136,3621
241,Eindhoven,Eindhoven,Netherlands,EIN,51.450139,5.374528,135,585
242,"Lynden Pindling Intl",Nassau,Bahamas,NAS,25.038958,-77.466231,135,1953
243,"Don Muang Intl",Bangkok,Thailand,DMK,13.912583,100.60675,134,3157
244,Almaty,Alma-ata,Kazakhstan,ALA,43.352072,77.040508,134,2908
245,Merignac,Bordeaux,France,BOD,44.828335,-0.715556,134,1264
246,"Leopold Sedar Senghor Intl",Dakar,Senegal,DKR,14.739708,-17.490225,134,1084
247,"Rafic Hariri Intl",Beirut,Lebanon,BEY,33.820931,35.488389,133,2177
248,"Adnan Menderes",Izmir,Turkey,ADB,38.292392,27.156953,133,1706
249,Sofia,Sofia,Bulgaria,SOF,42.695194,23.406167,132,1194
250,Changchun,Changchun,China,CGQ,43.5412,125.1201,131,4380
251,Yinchuan,Yinchuan,China,INC,38.481944,106.009167,131,4085
252,Juanda,Surabaya,Indonesia,SUB,-7.379831,112.786858,131,3928
253,"Lijiang Airport",Lijiang,China,LJG,26.883333,100.23333,129,4033
254,"Kaohsiung Intl",Kaohsiung,Taiwan,KHH,22.577094,120.350006,129,2264
255,City,London,"United Kingdom",LCY,51.505278,0.055278,128,503
256,Mashhad,Mashhad,Iran,MHD,36.234,59.643,128,4331
257,"Southwest Florida Intl","Fort Myers","United States",RSW,26.536167,-81.755167,128,3793
258,"Port Columbus Intl",Columbus,"United States",CMH,39.997972,-82.891889,128,3759
259,"Heydar Aliyev",Baku,Azerbaijan,GYD,40.4675,50.046667,128,2922
260,"Aeroparque Jorge Newbery","Buenos Aires",Argentina,AEP,-34.559175,-58.415606,128,2442
261,Bilbao,Bilbao,Spain,BIO,43.301097,-2.910608,128,1216
262,Sevilla,Sevilla,Spain,SVQ,37.418,-5.893106,127,1253
263,Palermo,Palermo,Italy,PMO,38.175958,13.091019,126,1512
264,"General Mitchell Intl",Milwaukee,"United States",MKE,42.947222,-87.896583,125,3717
265,"Jinnah Intl",Karachi,Pakistan,KHI,24.906547,67.160797,125,2206
266,"Mehrabad Intl",Teheran,Iran,THR,35.689167,51.313416,125,2131
267,Naha,Okinawa,Japan,OKA,26.195814,127.645869,123,2384
268,"Imam Khomeini",Tehran,Iran,IKA,35.416111,51.152222,122,4330
269,Dubrovnik,Dubrovnik,Croatia,DBV,42.561353,18.268244,121,1200
270,"Norman Y Mineta San Jose Intl","San Jose","United States",SJC,37.3626,-121.929022,120,3748
271,Linate,Milan,Italy,LIN,45.445103,9.276739,120,1529
272,Tille,Beauvais,France,BVA,49.454444,2.112778,120,1367
273,"Zhuhai Airport",Zhuhai,China,ZUH,22.0064,113.376,119,6355
274,"Murtala Muhammed",Lagos,Nigeria,LOS,6.577369,3.321156,119,273
275,"Ted Stevens Anchorage Intl",Anchorage,"United States",ANC,61.174361,-149.996361,118,3774
276,Cochin,Kochi,India,COK,10.155556,76.391389,118,3136
277,"Jeju Intl",Cheju,"South Korea",CJU,33.511306,126.493028,118,2370
278,Chaklala,Islamabad,Pakistan,ISB,33.616653,73.099233,117,2223
279,Liverpool,Liverpool,"United Kingdom",LPL,53.333611,-2.849722,116,491
280,"Vilnius Intl",Vilnius,Lithuania,VNO,54.634133,25.285767,116,3959
281,"Deputado Luis Eduardo Magalhaes",Salvador,Brazil,SSA,-12.910994,-38.331044,116,2621
282,Dalaman,Dalaman,Turkey,DLM,36.713056,28.7925,116,1715
283,Balice,Krakow,Poland,KRK,50.077731,19.784836,114,669
284,"Princess Juliana Intl",Philipsburg,"Netherlands Antilles",SXM,18.040953,-63.1089,114,2899
285,Viracopos,Campinas,Brazil,VCP,-23.0075,-47.134444,114,2578
286,"Memphis Intl",Memphis,"United States",MEM,35.042417,-89.976667,112,3473
287,Laishan,Yantai,China,YNT,37.401667,121.371667,112,3392
288,Hasanuddin,"Ujung Pandang",Indonesia,UPG,-5.061631,119.554042,112,3240
289,"Metropolitan Oakland Intl",Oakland,"United States",OAK,37.721278,-122.220722,111,3453
290,"Allama Iqbal Intl",Lahore,Pakistan,LHE,31.521564,74.403594,111,2207
291,"Cairns Intl",Cairns,Australia,CNS,-16.885833,145.755278,110,3322
292,"Tancredo Neves Intl","Belo Horizonte",Brazil,CNF,-19.63375,-43.968856,110,2537
293,"Sacramento Intl",Sacramento,"United States",SMF,38.695417,-121.590778,108,3817
294,"Minsk 2","Minsk 2",Belarus,MSQ,53.882469,28.030731,108,2954
295,"Kotoka Intl",Accra,Ghana,ACC,5.605186,-0.166786,107,248
296,Landvetter,Gothenborg,Sweden,GOT,57.662836,12.279819,106,687
297,Sola,Stavanger,Norway,SVG,58.876778,5.637856,106,666
298,Dushanbe,Dushanbe,Tajikistan,DYU,38.543333,68.825,106,2979
299,Firenze,Florence,Italy,FLR,43.809953,11.2051,106,1563
300,"El Salvador Intl","San Salvador","El Salvador",SAL,13.440947,-89.055728,105,1892
301,Esenboga,Ankara,Turkey,ESB,40.128082,32.995083,105,1682
302,Madeira,Funchal,Portugal,FNC,32.697889,-16.774453,104,4091
303,"Kota Kinabalu Intl","Kota Kinabalu",Malaysia,BKI,5.937208,116.051181,104,3269
304,"Astana Intl",Tselinograd,Kazakhstan,TSE,51.022222,71.466944,104,2910
305,"Olbia Costa Smeralda",Olbia,Italy,OLB,40.898661,9.517628,104,1520
306,"Bradley Intl","Windsor Locks","United States",BDL,41.938889,-72.683222,103,3825
307,"Ioannis Kapodistrias Intl",Kerkyra/corfu,Greece,CFU,39.601944,19.911667,103,1460
308,"Port Moresby Jacksons Intl","Port Moresby","Papua New Guinea",POM,-9.443383,147.22005,102,5
309,"Adelaide Intl",Adelaide,Australia,ADL,-34.945,138.530556,102,3341
310,"Abidjan Felix Houphouet Boigny Intl",Abidjan,"Cote d'Ivoire",ABJ,5.261386,-3.926294,102,253
311,"Lech Walesa",Gdansk,Poland,GDN,54.377569,18.466222,101,668
312,"Los Cabos Intl","San Jose Del Cabo",Mexico,SJD,23.15185,-109.721044,101,1840
313,Neuenland,Bremen,Germany,BRE,53.0475,8.786667,100,353
314,Ciampino,Rome,Italy,CIA,41.799361,12.594936,100,1553
315,Bari,Bari,Italy,BRI,41.138856,16.760594,100,1501
316,"Xining Caojiabu Airport",Xining,China,XNN,36.5275,102.043,99,6366
317,"Yangon Intl",Yangon,Burma,RGN,16.907305,96.133222,99,3239
318,Douala,Douala,Cameroon,DLA,4.006081,9.719481,98,897
319,"Prince Mohammad Bin Abdulaziz",Madinah,"Saudi Arabia",MED,24.553422,39.705061,98,2074
320,Girona,Gerona,Spain,GRO,41.900969,2.760547,98,1222
321,"Mactan Cebu Intl",Cebu,Philippines,CEB,10.307542,123.979439,97,4206
322,"Orlando Sanford Intl",Sanford,"United States",SFB,28.777639,-81.237489,97,4167
323,Split,Split,Croatia,SPU,43.538944,16.297964,97,1206
324,"Halifax Intl",Halifax,Canada,YHZ,44.880833,-63.50861,95,73
325,"Chiang Mai Intl","Chiang Mai",Thailand,CNX,18.766847,98.962644,95,3931
326,Nurnberg,Nuernberg,Germany,NUE,49.4987,11.066897,95,347
327,"Tripoli Intl",Tripoli,Libya,TIP,32.663544,13.159011,95,1157
328,"Wuxi Airport",Wuxi,China,WUX,31.4944,120.429,94,6390
329,Billund,Billund,Denmark,BLL,55.740322,9.151778,94,608
330,"Frankfurt Hahn",Hahn,Germany,HHN,49.948672,7.263892,94,355
331,Congonhas,"Sao Paulo",Brazil,CGH,-23.626692,-46.655375,94,2618
332,"Las Americas Intl","Santo Domingo","Dominican Republic",SDQ,18.429664,-69.668925,93,1762
333,"Luanda 4 De Fevereiro",Luanda,Angola,LAD,-8.858375,13.231178,92,951
334,"Dubai Al Maktoum",Dubai,"United Arab Emirates",DWC,24.55056,55.103174,92,8076
335,Emelyanovo,Krasnoyarsk,Russia,KJA,56.18,92.475,92,4374
336,"Licenciado Gustavo Diaz Ordaz Intl","Puerto Vallarta",Mexico,PVR,20.680083,-105.254167,92,1836
337,"Jacksonville Intl",Jacksonville,"United States",JAX,30.494056,-81.687861,91,3712
338,Pashkovskiy,Krasnodar,Russia,KRR,45.034689,39.170539,91,2960
339,"Keflavik International Airport",Keflavik,Iceland,KEF,63.985,-22.605556,91,16
