id,name,city,country,iata_code,lat,lng,links_count,objectID
2507,"Benito Salas",Neiva,Colombia,NVA,2.95015,-75.294,4,2734
2508,"Juan Casiano",Guapi,Colombia,GPI,2.570133,-77.8986,4,2722
2509,"Gustavo Artunduaga Paredes",Florencia,Colombia,FLA,1.589189,-75.564372,4,2719
2510,"Las Brujas",Corozal,Colombia,CZU,9.332742,-75.285594,4,2717
2511,"Gerardo Tobar Lopez",Buenaventura,Colombia,BUN,3.819628,-76.989767,4,2712
2512,"El Eden",Armenia,Colombia,AXM,4.452775,-75.766447,4,2705
2513,Seymour,Galapagos,Ecuador,GPS,-0.453758,-90.265914,4,2672
2514,Pichoy,Valdivia,Chile,ZAL,-39.649956,-73.086111,4,2667
2515,"Mataveri Intl","Easter Island",Chile,IPC,-27.164792,-109.421831,4,2657
2516,Calabar,Calabar,Nigeria,CBQ,4.976019,8.347197,4,263
2517,Benin,Benin,Nigeria,BNI,6.316981,5.599503,4,262
2518,"Rio Grande","Rio Grande",Brazil,RIG,-32.082617,-52.166542,4,2611
2519,"Santo Angelo","Santo Angelo",Brazil,GEL,-28.281683,-54.169139,4,2596
2520,"Presidente Joao Suassuna","Campina Grande",Brazil,CPV,-7.269917,-35.896364,4,2577
2521,"Presidente Prudente","President Prudente",Brazil,PPB,-22.175056,-51.424639,4,2550
2522,Forquilhinha,Criciuma,Brazil,CCM,-28.725817,-49.424739,4,2541
2523,Aracatuba,Aracatuba,Brazil,ARU,-21.141342,-50.424722,4,2525
2524,Takoradi,Takoradi,Ghana,TKD,4.896056,-1.774756,4,252
2525,"Rio Grande","Rio Grande",Argentina,RGA,-53.777667,-67.749389,4,2495
2526,Jujuy,Jujuy,Argentina,JUJ,-24.392778,-65.097778,4,2477
2527,"Bobo Dioulasso",Bobo-dioulasso,"Burkina Faso",BOY,11.160056,-4.330969,4,247
2528,"San Juan","San Julian",Argentina,UAQ,-31.571472,-68.418194,4,2461
2529,"Teniente Benjamin Matienzo",Tucuman,Argentina,TUC,-26.840861,-65.104944,4,2460
2530,"San Rafael","San Rafael",Argentina,AFA,-34.588314,-68.403854,4,2454
2531,"Sauce Viejo","Santa Fe",Argentina,SFN,-31.711666,-60.811668,4,2441
2532,"In Amenas",Zarzaitine,Algeria,IAM,28.05155,9.642911,4,244
2533,"General Urquiza",Parana,Argentina,PRA,-31.794778,-60.480361,4,2439
2534,Pagadian,Pagadian,Philippines,PAG,7.827197,123.458294,4,2401
2535,"El Golea","El Golea",Algeria,ELG,30.571294,2.859586,4,236
2536,"Misawa Ab",Misawa,Japan,MSJ,40.703222,141.368364,4,2346
2537,Tokushima,Tokushima,Japan,TKS,34.132808,134.606639,4,2336
2538,Amami,Amami,Japan,ASJ,28.430633,129.712542,4,2316
2539,Iki,Iki,Japan,IKI,33.749027,129.785417,4,2295
2540,Wakkanai,Wakkanai,Japan,WKJ,45.404167,141.800833,4,2294
2541,Nakashibetsu,Nakashibetsu,Japan,SHB,43.5775,144.96,4,2291
2542,Matsumoto,Matsumoto,Japan,MMJ,36.166758,137.922669,4,2280
2543,"Yap Intl",Yap,Micronesia,YAP,9.498911,138.082497,4,2258
2544,Kosrae,Kosrae,Micronesia,KSA,5.356975,162.958386,4,2257
2545,"Chuuk Intl",Chuuk,Micronesia,TKK,7.461869,151.843006,4,2254
2546,"Rota Intl",Rota,"Northern Mariana Islands",ROP,14.174308,145.242536,4,2243
2547,"Hassi R Mel",Tilrempt,Algeria,HRM,32.930431,3.311542,4,224
2548,Zhob,Zhob,Pakistan,PZH,31.358381,69.463606,4,2233
2549,Moenjodaro,Moenjodaro,Pakistan,MJD,27.335156,68.143053,4,2212
2550,"Faisalabad Intl",Faisalabad,Pakistan,LYP,31.365014,72.994842,4,2202
2551,"Aqaba King Hussein Intl",Aqaba,Jordan,AQJ,29.611619,35.018067,4,2172
2552,Ramsar,Ramsar,Iran,RZR,36.909908,50.679589,4,2151
2553,Birjand,Birjand,Iran,XBJ,32.898056,59.266111,4,2142
2554,"Bandar Lengeh","Bandar Lengeh",Iran,BDH,26.532,54.824847,4,2110
2555,Mahshahr,"Bandar Mahshahr",Iran,MRX,30.556192,49.151879,4,2103
2556,Sharurah,Sharurah,"Saudi Arabia",SHW,17.466875,47.121431,4,2086
2557,Arar,Arar,"Saudi Arabia",RAE,30.906589,41.138217,4,2084
2558,Qaisumah,"Hafr Al-batin","Saudi Arabia",AQI,28.335192,46.125069,4,2076
2559,Guriat,Guriat,"Saudi Arabia",URY,31.411942,37.279469,4,2068
2560,Whangarei,Whangarei,"New Zealand",WRE,-35.768333,174.365,4,2045
2561,Paraparaumu,Paraparaumu,"New Zealand",PPQ,-40.904722,174.989167,4,2029
2562,Invercargill,Invercargill,"New Zealand",IVC,-46.412408,168.312992,4,2025
2563,Gisborne,Gisborne,"New Zealand",GIS,-38.663333,177.978333,4,2012
2564,Taupo,Taupo,"New Zealand",TUO,-38.739723,176.084444,4,2007
2565,Ouvea,Ouvea,"New Caledonia",UVE,-20.640556,166.572778,4,2004
2566,"Port Hardy","Port Hardy",Canada,YZT,50.680556,-127.366667,4,200
2567,Koumac,Koumac,"New Caledonia",KOC,-20.546314,164.255625,4,1999
2568,Mataiva,Mataiva,"French Polynesia",MVT,-14.868055,-148.717225,4,1985
2569,Fakarava,Fakarava,"French Polynesia",FAV,-16.05415,-145.656994,4,1977
2570,Mayaguana,Mayaguana,Bahamas,MYG,22.379528,-73.0135,4,1952
2571,"Stella Maris","Stella Maris",Bahamas,SML,23.581444,-75.270475,4,1951
2572,"Deadmans Cay","Dead Man's Cay",Bahamas,LGI,23.179014,-75.093597,4,1950
2573,"Matthew Town","Matthew Town",Bahamas,IGA,20.975,-73.666862,4,1949
2574,"Rock Sound","Rock Sound",Bahamas,RSD,24.8917,-76.177739,4,1946
2575,"South Bimini","Alice Town",Bahamas,BIM,25.699881,-79.264656,4,1937
2576,"Treasure Cay","Treasure Cay",Bahamas,TCB,26.745336,-77.391269,4,1934
2577,"Spring Point","Spring Point",Bahamas,AXP,22.441828,-73.970858,4,1932
2578,"Enrique Malek Intl",David,Panama,DAV,8.391003,-82.434992,4,1867
2579,"Tapachula Intl",Tapachula,Mexico,TAP,14.794339,-92.370025,4,1851
2580,"Licenciado Y Gen Ignacio Lopez Rayon",Uruapan,Mexico,UPN,19.396692,-102.039056,4,1835
2581,"Piedras Negras Intl","Piedras Negras",Mexico,PDS,28.627394,-100.535211,4,1834
2582,Minatitlan,Minatitlan,Mexico,MTT,18.103419,-94.580681,4,1822
2583,"General Servando Canales Intl",Matamoros,Mexico,MAM,25.769894,-97.525311,4,1818
2584,"Lazaro Cardenas","Lazard Cardenas",Mexico,LZC,18.001731,-102.220525,4,1813
2585,"Plan De Guadalupe Intl",Saltillo,Mexico,SLW,25.549497,-100.928669,4,1810
2586,"General Pedro Jose Mendez Intl","Ciudad Victoria",Mexico,CVM,23.703336,-98.956486,4,1798
2587,"Ingeniero Alberto Acuna Ongay Intl",Campeche,Mexico,CPE,19.816794,-90.500314,4,1795
2588,"North Bay","North Bay",Canada,YYB,46.363611,-79.422778,4,177
2589,"South Caicos","South Caicos","Turks and Caicos Islands",XSC,21.515739,-71.528528,4,1755
2590,Abbotsford,Abbotsford,Canada,YXX,49.025278,-122.360556,4,175
2591,Cardak,Denizli,Turkey,DNZ,37.785567,29.701297,4,1699
2592,Merzifon,Merzifon,Turkey,MZH,40.829375,35.521992,4,1693
2593,"St Gallen Altenrhein",Altenrhein,Switzerland,ACH,47.485033,9.560775,4,1679
2594,Lugano,Lugano,Switzerland,LUG,46.004275,8.910578,4,1675
2595,"Satu Mare","Satu Mare",Romania,SUJ,47.703275,22.8857,4,1659
2596,Oradea,Oradea,Romania,OMR,47.025278,21.9025,4,1656
2597,Craiova,Craiova,Romania,CRA,44.318139,23.888611,4,1654
2598,"Tautii Magheraus","Baia Mare",Romania,BAY,47.658389,23.470022,4,1649
2599,"Sao Jorge","Sao Jorge Island",Portugal,SJZ,38.6655,-28.175817,4,1639
2600,Haifa,Haifa,Israel,HFA,32.809444,35.043056,4,1596
2601,Pardubice,Pardubice,"Czech Republic",PED,50.013419,15.738647,4,1584
2602,Bolzano,Bolzano,Italy,BZO,46.460194,11.326383,4,1536
2603,Qikiqtarjuaq,"Broughton Island",Canada,YVM,67.545833,-64.031389,4,152
2604,Debrecen,Debrecen,Hungary,DEB,47.488917,21.615333,4,1490
2605,"Alexandros Papadiamantis",Skiathos,Greece,JSI,39.1771,23.503675,4,1475
2606,Ioannina,Ioannina,Greece,IOA,39.696388,20.8225,4,1451
2607,"Lann Bihoue",Lorient,France,LRT,47.760555,-3.44,4,1409
2608,"St Gatien",Deauville,France,DOL,49.365339,0.154306,4,1408
2609,"Sachs Harbour","Sachs Harbour",Canada,YSY,71.993889,-125.2425,4,139
2610,Vatry,Chalons,France,XCR,48.776072,4.184492,4,1374
2611,Caumont,Avignon,France,AVN,43.9073,4.901831,4,1361
2612,"Resolute Bay",Resolute,Canada,YRB,74.716944,-94.969444,4,128
2613,Bassillac,Perigueux,France,PGX,45.198055,0.815556,4,1279
2614,"La Garenne",Agen,France,AGF,44.174721,0.590556,4,1262
2615,Sydney,Sydney,Canada,YQY,46.161388,-60.047779,4,126
2616,"Talavera La Real",Badajoz,Spain,BJZ,38.89125,-6.821333,4,1219
2617,Plovdiv,Plovdiv,Bulgaria,PDV,42.067806,24.850833,4,1193
2618,"El Fashir","El Fasher",Sudan,ELF,13.614892,25.32465,4,1169
2619,Gondar,Gondar,Ethiopia,GDQ,12.5199,37.434047,4,1114
2620,Axum,Axum,Ethiopia,AXU,14.14675,38.772833,4,1110
2621,Preguica,"Sao Nocolau Island","Cape Verde",SNE,16.588356,-24.284656,4,1105
2622,"Fort Chipewyan","Fort Chipewyan",Canada,YPY,58.767223,-111.117222,4,109
2623,"Prince Rupert","Prince Pupert",Canada,YPR,54.28611,-130.444722,4,108
2624,Ouarzazate,Ouarzazate,Morocco,OZZ,30.939053,-6.909431,4,1077
2625,"Monrovia Spriggs Payne",Monrovia,Liberia,MLW,6.289061,-10.758722,4,1062
2626,"Port Menier","Port Menier",Canada,YPN,49.836389,-64.288611,4,106
2627,"Mbuji Mayi",Mbuji-mayi,"Congo (Kinshasa)",MJM,-6.121236,23.569008,4,1043
2628,Kindu,Kindu,"Congo (Kinshasa)",KND,-2.919178,25.915361,4,1037
2629,"Bukavu Kavumu",Bukavu/kavumu,"Congo (Kinshasa)",BKY,-2.308978,28.808803,4,1035
2630,Bunia,Bunia,"Congo (Kinshasa)",BUX,1.565719,30.220833,4,1033
2631,"Thule Air Base",Thule,Greenland,THU,76.531203,-68.703161,4,10
2632,"Oriximina Airport",Oriximina,Brazil,ORX,-1.714167,-55.836111,3,8259
2633,"Ourilandia do Norte Airport","Ourilandia do Norte",Brazil,OIA,-6.763056,-51.05,3,8239
2634,"Patos de Minas Airport","Patos de Minas",Brazil,POJ,-18.672778,-46.491111,3,8237
2635,"Choiseul Bay Airport","Choiseul Bay","Solomon Islands",CHY,-6.711944,156.396111,3,7617
2636,"Crooked Creek Airport","Crooked Creek","United States",CKD,61.867778,-158.135,3,7238
2637,"Coffman Cove Seaplane Base","Coffman Cove","United States",KCC,56.014722,-132.833889,3,7237
2638,"Scammon Bay Airport","Scammon Bay","United States",SCM,61.845278,-165.571389,3,7209
2639,"Port Lions Airport","Port Lions","United States",ORI,57.885278,-152.846111,3,7165
2640,"Old Harbor Airport","Old Harbor","United States",OLH,57.218056,-153.269722,3,7163
2641,"Shenandoah Valley Regional Airport","Weyers Cave","United States",SHD,38.263889,-78.896389,3,7062
2642,"Bella Coola Airport","Bella Coola",Canada,QBC,52.3875,-126.596,3,6738
2643,"Flinders Island Airport","Flinders Island",Australia,FLS,-40.0917,147.993,3,6267
2644,"Coen Airport",Coen,Australia,CUQ,-13.7608,143.114,3,6260
2645,"Tufi Airport",Tufi,"Papua New Guinea",TFI,-9.07595,149.32,3,5984
2646,"Belep Islands Airport",Waala,"New Caledonia",BMY,-19.7206,163.661,3,5920
2647,"Atiu Island Airport","Atiu Island","Cook Islands",AIU,-19.9678,-158.119,3,5861
2648,"Raleigh County Memorial Airport",Beckley,"United States",BKW,37.7873,-81.1242,3,5724
2649,"Amboseli Airport","Amboseli National Park",Kenya,ASV,-2.64505,37.2531,3,5692
2650,"Eday Airport",Eday,"United Kingdom",EOI,59.1906,-2.77222,3,5564
2651,"Bathurst Airport",Bathurst,Canada,ZBF,47.6297,-65.7389,3,5538
2652,"Deer Lake Airport","Deer Lake",Canada,YVZ,52.6558,-94.0614,3,5532
2653,"Fera/Maringe Airport","Fera Island","Solomon Islands",FRE,-8.1075,159.577,3,5407
2654,Ivalo,Ivalo,Finland,IVL,68.607269,27.405328,3,428
2655,"Juancho E. Yrausquin",Saba,"Netherlands Antilles",SAB,17.645278,-63.220556,3,4249
2656,Blackall,Blackall,Australia,BKQ,-24.427778,145.428611,3,4217
2657,"Al Ghaidah Intl","Al Ghaidah Intl",Yemen,AAY,16.191667,52.175,3,3979
2658,Saidpur,Saidpur,Bangladesh,SPD,25.759228,88.908869,3,3073
2659,Gafsa,Gafsa,Tunisia,GAF,34.422022,8.822503,3,290
2660,"San Luis","San Luis",Argentina,LUQ,-33.273192,-66.356422,3,2467
2661,Ghriss,Ghriss,Algeria,MUW,35.207725,0.147142,3,233
2662,"Bou Chekif",Tiaret,Algeria,TID,35.341136,1.463147,3,225
2663,Tiska,Djanet,Algeria,DJG,24.292767,9.452444,3,211
2664,Hao,"Hao Island","French Polynesia",HOI,-18.074814,-140.945886,3,1993
2665,Kapuskasing,Kapuskasing,Canada,YYU,49.413889,-82.4675,3,190
2666,Pamplona,Pamplona,Spain,PNA,42.770039,-1.646331,3,1234
2667,Lodwar,Lodwar,Kenya,LOK,3.121967,35.608692,3,1143
2668,Asosa,Asosa,Ethiopia,ASO,10.01855,34.586253,3,1119
2669,Jimma,Jimma,Ethiopia,JIM,7.666094,36.816639,3,1116
2670,Gambella,Gambella,Ethiopia,GMB,8.128764,34.563131,3,1113
2671,"Bahir Dar","Bahar Dar",Ethiopia,BJR,11.608075,37.321644,3,1111
2672,"Arba Minch","Arba Minch",Ethiopia,AMH,6.039389,37.590453,3,1109
2673,Ziguinchor,Ziguinchor,Senegal,ZIG,12.555617,-16.281783,3,1081
2674,Praslin,Praslin,Seychelles,PRI,-4.319292,55.691417,2,995
2675,"Port Gentil","Port Gentil",Gabon,POG,-0.711739,8.754383,2,967
2676,Luena,Luena,Angola,LUO,-11.768086,19.897672,2,960
2677,"Mbanza Congo",M'banza-congo,Angola,SSY,-6.269897,14.247025,2,944
2678,Uzunyazi,Kastamonu,Turkey,KFS,41.316944,33.796111,2,9273
2679,Avaratra,Mananara,Madagascar,WMR,-16.1639,49.773753,2,924
2680,"Tampa Padang",Mamuju,Indonesia,MJU,-2.583333,119.033333,2,9181
2681,"Tho Xuan Airport","Thanh Hoa",Vietnam,THD,19.90167,105.46778,2,9135
2682,Mfuwe,Mfuwe,Zambia,MFU,-13.258878,31.936581,2,908
2683,Zafer,Kutahya,Turkey,KZR,39.111389,30.13,2,9045
2684,Ngaoundere,N'gaoundere,Cameroon,NGE,7.357011,13.559242,2,900
2685,Salak,Maroua,Cameroon,MVR,10.451392,14.257361,2,898
2686,"Dalma Airport","Dalma Island","United Arab Emirates",ZDY,24.5033833,52.3360528,2,8962
2687,"Plaine Corail","Rodriguez Island",Mauritius,RRG,-19.757658,63.360983,2,894
2688,"Veliky Ustyug","Veliky Ustyug",Russia,VUS,60.788333,46.26,2,8924
2689,"Kangding Airport",Kangding,China,KGT,30.1575,101.734722,2,8921
2690,Termal,"Rio Hondo",Argentina,RHD,-27.509946,-64.936666,2,8914
2691,Matsapha,Manzini,Swaziland,MTS,-26.529022,31.307519,2,887
2692,Mendeleevo,Yuzhno-Kurilsk,Russia,DEE,43.5739,145.4107,2,8782
2693,"Qabala Airport",Qabala,Azerbaijan,GBB,40.826667,47.7125,2,8775
2694,"Gorno-Altaysk Airport",Gorno-Altaysk,Russia,RGK,51.966667,85.833333,2,8740
2695,Pomalaa,Pomalaa,Indonesia,PUM,-4.183333,121.61667,2,8735
2696,Mthatha,Umtata,"South Africa",UTT,-31.547903,28.674289,2,866
2697,Lloydminster,Lloydminster,Canada,YLL,53.309166,-110.0725,2,85
2698,Ellisras,Lephalale,"South Africa",ELL,-23.666667,27.75,2,8492
2699,"Richards Bay","Richard's Bay","South Africa",RCB,-28.741039,32.092111,2,849
2700,Pietermaritzburg,Pietermaritzburg,"South Africa",PZB,-29.648975,30.398667,2,843
2701,"Polokwane International",Polokwane,"South Africa",PTG,-23.926089,29.484422,2,841
2702,Phalaborwa,Phalaborwa,"South Africa",PHW,-23.937166,31.15539,2,840
2703,Keewaywin,Keewaywin,Canada,KEW,52.991111,-92.836389,2,8355
2704,Margate,Margate,"South Africa",MGH,-30.857408,30.343019,2,827
2705,"Tapuruquara Airport","Santa Isabel do Rio Negro",Brazil,IRZ,-0.416944,-65.033889,2,8258
2706,"Senadora Eunice Micheles Airport","Sao Paulo de Olivenca",Brazil,OLC,-3.465556,-68.918889,2,8256
2707,"Amaury Feitosa Tomaz Airport",Eirunepe,Brazil,ERN,-6.639444,-69.879722,2,8247
2708,"Sao Felix do Araguaia Airport","Sao Felix do Araguaia",Brazil,SXO,-11.6325,-50.689444,2,8243
2709,"Bonito Airport",Bointo,Brazil,BYO,-21.247222,-56.4525,2,8242
2710,"Redencao Airport",Redencao,Brazil,RDC,-8.033333,-49.98,2,8240
2711,"Trail Airport",Trail,Canada,YZZ,49.055556,-117.609167,2,8223
2712,Vinnitsa,Vinnitsa,Ukraine,VIN,49.2433,28.6063,2,8209
2713,"Ittoqqortoormiit Heliport",Ittoqqortoormiit,Greenland,OBY,70.485278,-21.966667,2,8208
2714,"Mulatupo Airport",Mulatupo,Panama,MPP,8.95,-77.75,2,8207
2715,"Garachine Airport",Garachine,Panama,GHE,8.06,-78.36,2,8206
2716,"Achutupo Airport",Achutupo,Panama,ACU,9.2,-77.98,2,8204
2717,"Goodnews Airport","Goodnews Bay","United States",GNU,59.1175,-161.5775,2,8202
2718,"Puerto Obaldia","Puerto Obaldia",Panama,PUE,8.68333,-77.5333,2,7962
2719,"El Porvenir","El Porvenir",Panama,PVE,9.559167,-78.971111,2,7901
2720,"Playon Chico","Playon Chico",Panama,PYC,9.303333,-78.236111,2,7895
2721,"Marktoberdorf BF",Marktoberdorf,Germany,OAL,47.78,10.627,2,7798
2722,"Mysore Airport",Mysore,India,MYQ,12.3072,76.6497,2,7774
2723,Stephenville,Stephenville,Canada,YJT,48.544167,-58.549999,2,77
2724,"Los Alamos Airport","Los Alamos","United States",LAM,35.8798019,-106.2694153,2,7584
2725,"Dickwella Airport",Dickwella,"Sri Lanka",DIW,5.966667,80.683333,2,7562
2726,"Ulaangom Airport",Ulaangom,Mongolia,ULO,49.973333,92.079722,2,7558
2727,"Yasuj Airport",Yasuj,Iran,YES,30.700556,51.545,2,7547
2728,"Sao Gabriel da Cachoeira Airport","Sao Gabriel da Cachoeira",Brazil,SJL,-0.148056,-66.9858,2,7530
2729,"Longyan Airport",Longyan,China,LCX,25.674167,116.746389,2,7504
2730,"Burevestnik Airport","Iturup Island",Russia,BVV,44.92,147.621667,2,7478
2731,"Olgii Airport",Olgii,Mongolia,ULG,48.991667,89.919722,2,7470
2732,"Lleida-Alguaire Airport",Lleida,Spain,ILD,41.727778,0.535833,2,7459
2733,"Pakuba Airport",Pakuba,Uganda,PAF,2.3275,31.5,2,7450
2734,"Guanambi Airport",Guanambi,Brazil,GNM,-14.216667,-42.783333,2,7407
2735,"Barcelos Airport",Barcelos,Brazil,BAZ,-0.975,-62.923889,2,7399
2736,"Coari Airport",Coari,Brazil,CIZ,-4.085,-63.140833,2,7398
2737,"Araxa Airport",Araxa,Brazil,AAX,-19.563056,-46.960278,2,7395
2738,"General leite de Castro Airport","Rio Verde",Brazil,RVD,-17.790278,-50.918333,2,7394
2739,"Tancredo Thomaz de Faria Airport",Guarapuava,Brazil,GPB,-25.383333,-51.45,2,7383
2740,"Rondonopolis Airport",Rondonopolis,Brazil,ROO,-16.466667,-54.633333,2,7382
2741,"Minacu Airport",Minacu,Brazil,MQH,-13.526944,-48.220556,2,7375
2742,"Julio Belem Airport",Parintins,Brazil,PIN,-2.627778,-56.735833,2,7372
2743,"Gurupi Airport",Gurupi,Brazil,GRP,-11.728889,-49.068889,2,7368
2744,"Villa Garzon Airport","Villa Garzon",Colombia,VGZ,0.978889,-76.605556,2,7359
2745,"La Macarena","La Macarena",Colombia,LMC,2.179167,-73.7875,2,7358
2746,"Uyuni Airport",Uyuni,Bolivia,UYU,-20.466667,-66.833333,2,7313
2747,"Christiansted Harbor Seaplane Base",Christiansted,"Virgin Islands",SSB,17.747222,-64.705,2,7310
2748,"Manley Hot Springs Airport","Manley Hot Springs","United States",MLY,64.9975,-150.644167,2,7246
2749,"Kake Seaplane Base",Kake,"United States",KAE,56.973056,-133.945556,2,7243
2750,"Healy River Airport",Healy,"United States",HKB,63.8675,-148.968889,2,7242
2751,"Stony River 2 Airport","Stony River","United States",SRV,61.7875,-156.591111,2,7241
2752,"Red Devil Airport","Red Devil","United States",RDV,61.788056,-157.350278,2,7239
2753,"Circle City Airport",Circle,"United States",IRC,65.827778,-144.076111,2,7236
2754,Ornskoldsvik,Ornskoldsvik,Sweden,OER,63.408339,18.990039,2,722
2755,"Takotna Airport",Takotna,"United States",TCT,62.971944,-156.082778,2,7215
2756,"Nikolai Airport",Nikolai,"United States",NIB,63.010833,-154.383889,2,7214
2757,"Nelson Lagoon","Nelson Lagoon","United States",NLG,56.0075,-161.160278,2,7203
2758,"False Pass Airport","False Pass","United States",KFP,54.8475,-163.410278,2,7202
2759,"Nikolski Air Station",Nikolski,"United States",IKO,52.941667,-168.848889,2,7196
2760,"Atka Airport",Atka,"United States",AKB,52.220278,-174.206389,2,7195
2761,"Tin City LRRS Airport","Tin City","United States",TNC,65.563056,-167.921667,2,7194
2762,"Seal Bay Seaplane Base","Seal Bay","United States",SYB,58.166667,-152.5,2,7173
2763,"Kitoi Bay Seaplane Base","Kitoi Bay","United States",KKB,58.190833,-152.370556,2,7168
2764,"Amook Bay Seaplane Base","Amook Bay","United States",AOS,57.471389,-153.815278,2,7167
2765,"Larsen Bay Airport","Larsen Bay","United States",KLN,57.535,-153.976667,2,7162
2766,"Akhiok Airport",Akhiok,"United States",AKK,56.938611,-154.1825,2,7160
2767,"South Naknek Airport","South Naknek","United States",WSN,58.702222,-157.0025,2,7159
2768,"Pilot Point Airport","Pilot Point","United States",PIP,57.585393,-157.571944,2,7158
2769,"Perryville Airport",Perryville,"United States",KPV,55.906667,-159.160833,2,7157
2770,"Chignik Lagoon Airport","Chignik Lagoon","United States",KCL,56.311111,-158.534167,2,7155
2771,"Egegik Airport",Egegik,"United States",EGX,58.185556,-157.375556,2,7154
2772,"Chignik Lake Airport","Chignik Lake","United States",KCQ,56.255,-158.775278,2,7153
2773,"North Whale Seaplane Base","North Whale Pass","United States",WWP,56.116389,-133.121667,2,7152
2774,"Port Protection Seaplane Base","Port Protection","United States",PPV,56.328889,-133.61,2,7151
2775,"Point Baker Seaplane Base","Point Baker","United States",KPB,56.351944,-133.6225,2,7150
2776,"Hydaburg Seaplane Base",Hydaburg,"United States",HYG,55.206389,-132.828333,2,7148
2777,"Excursion Inlet Seaplane Base","Excursion Inlet","United States",EXI,58.420556,-135.449167,2,7141
2778,"Pelican Seaplane Base",Pelican,"United States",PEC,57.955278,-136.236389,2,7138
2779,"Tenakee Seaplane Base","Tenakee Springs","United States",TKE,57.779722,-135.218333,2,7137
2780,"Elfin Cove Seaplane Base","Elfin Cove","United States",ELV,58.195278,-136.3475,2,7136
2781,"Angoon Seaplane Base",Angoon,"United States",AGN,57.503611,-134.585,2,7135
2782,"Merced Municipal Airport",Merced,"United States",MCE,37.284722,-120.513889,2,7122
2783,"Visalia Municipal Airport",Visalia,"United States",VIS,36.318611,-119.392778,2,7121
2784,"Coldfoot Airport",Coldfoot,"United States",CXF,67.251389,-150.176111,2,7119
2785,"Birch Creek Airport","Brich Creek","United States",KBC,66.256708,-145.815319,2,7118
2786,"Central Airport",Central,"United States",CEM,65.573889,-144.780833,2,7116
2787,"Rampart Airport",Rampart,"United States",RMP,65.507778,-150.140833,2,7112
2788,"Minto Airport",Minto,"United States",MNT,65.143611,-149.37,2,7110
2789,"Levelock Airport",Levelock,"United States",KLL,59.128056,-156.858611,2,7102
2790,"Chuathbaluk Airport",Chuathbaluk,"United States",CHU,61.579167,-159.215556,2,7091
2791,"Orcas Island Airport",Eastsound,"United States",ESD,48.708056,-122.910556,2,7083
2792,"Friday Harbor Airport","Friday Harbor","United States",FRD,48.521944,-123.024444,2,7082
2793,"Vernal Regional Airport",Vernal,"United States",VEL,40.440833,-109.51,2,7076
2794,"Canyonlands Field",Moab,"United States",CNY,38.755,-109.754722,2,7074
2795,"LM Clayton Airport","Wolf Point","United States",OLF,48.094444,-105.575,2,7071
2796,"Dawson Community Airport",Glendive,"United States",GDV,47.138611,-104.807222,2,7070
2797,"McCook Regional Airport",McCook,"United States",MCK,40.206389,-100.592222,2,7068
2798,"Sidney-Richland Municipal Airport",Sidney,"United States",SDY,47.706944,-104.1925,2,7065
2799,"Manistee County-Blacker Airport",Manistee,"United States",MBL,44.2725,-86.246944,2,7054
2800,"Gunnison - Crested Butte",Gunnison,"United States",GUC,38.533889,-106.933056,2,7051
2801,Gelendzik,Gelendzik,Russia,GDZ,44.566666666667,38.016666666667,2,7041
2802,Kristianstad,Kristianstad,Sweden,KID,55.921686,14.085536,2,703
2803,"Thief River Falls","Thief River Falls","United States",TVF,48.065556,-96.185,2,7018
2804,"St. Augustine Airport","St. Augustine Airport","United States",UST,29.959167,-81.339722,2,6989
2805,Tunoshna,Yaroslavl,Russia,IAR,57.560666676667,40.157369454444,2,6940
2806,"Trollhattan Vanersborg",Trollhattan,Sweden,THN,58.318056,12.345,2,693
2807,"Pangborn Field",Wenatchee,"United States",EAT,47.398,-120.206,2,6916
2808,"Eastern Oregon Regional Airport",Pendleton,"United States",PDT,45.695,-118.841389,2,6883
2809,"Riverton Regional","Riverton WY","United States",RIW,43.064167,-108.459722,2,6881
2810,"Montrose Regional Airport","Montrose CO","United States",MTJ,38.509794,-107.894242,2,6880
2811,"Williamson Country Regional Airport",Marion,"United States",MWA,37.7549569,-89.0110936,2,6825
2812,"Culebra Airport","Culebra Island","Puerto Rico",CPX,18.3127,-65.3034,2,6814
2813,"Delta County Airport",Escanaba,"United States",ESC,45.722778,-87.093611,2,6800
2814,"Orange Airport",Orange,Australia,OAG,-33.3817,149.133,2,6793
2815,"Grafton Airport",Grafton,Australia,GFN,-29.7594,153.03,2,6792
2816,"Hamadan Airport",Hamadan,Iran,HDM,34.869167,48.5525,2,6790
2817,"Tekirdağ Çorlu Airport",Çorlu,Turkey,TEQ,41.13825,27.919094,2,6784
2818,"Sinop Airport",Sinop,Turkey,SIC,42.0158,35.0664,2,6783
2819,"Canakkale Airport",Canakkale,Turkey,CKZ,40.137722,26.426777,2,6781
2820,"Anadolu Airport",Eskissehir,Turkey,AOE,39.809858,30.519378,2,6780
2821,"Walaha Airport",Walaha,Vanuatu,WLH,-15.412,167.691,2,6771
2822,"Tanjung Manis Airport","Tanjung Manis",Malaysia,TGC,2.17784,111.202,2,6770
2823,"Togiak Airport","Togiak Village","United States",TOG,59.0528,-160.397,2,6767
2824,"Port Heiden Airport","Port Heiden","United States",PTH,56.9591,-158.633,2,6766
2825,"King Cove Airport","King Cove","United States",KVC,55.1163,-162.266,2,6765
2826,"Igiugig Airport",Igiugig,"United States",IGG,59.324,-155.902,2,6763
